name,original_name,type,network,original_server,original_ip,original_provider,bug_sni,output_server,port,status,tier,bug_best_delay_ms,bug_avg_delay_ms,bug_jitter_ms,bug_success_count,ws_upgrade_ms,ws_success_count,ws_status,original_best_delay_ms,original_success_count,attempts,score,source,reason
EPODONIOS,,vless,ws,104.16.72.50,,,c.downloadphysics.ir,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-151.101.109.223,,vless,ws,151.101.109.223,,,default.ssl.fastly.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇷🇺,,vless,ws,195.209.88.182,,,s76276.cdn.ngenix.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇺🇸,,vless,ws,fast.motorbazan.com,,,ssl.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
💎𝗝𝗼𝗶𝗻,,vless,ws,fbi.gov,,,c.downloadphysics.ir,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-20.90.66.7,,vless,ws,20.90.66.7,,,redesigned-enigma-xr5rx4xxpr67cv7qq-443.app.github.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
@v2reya88,,vless,ws,104.16.72.70,,,nbhhh.mrcool.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-20.103.221.187,,vless,ws,20.103.221.187,,,obscure-succotash-jrj4wq7v96j4h54r5-443.app.github.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-www.speedtest.net,,vless,ws,www.speedtest.net,,,weso.vaslehpineh.qzz.io,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🔵@chillguy_vpn,,vless,ws,188.114.98.193,,,nEtrINo-geRMn-1RWefmvF.DoMnEwcoNFSOb1.orG,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-104.16.4.189,,vless,ws,104.16.4.189,,,learn00.evany.de5.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-63.141.128.25,,vless,ws,63.141.128.25,,,cdn-pro3.postshup.ir.,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-88.198.82.150,,vless,ws,88.198.82.150,,,us2.wxgqlfx.xyz,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-23.105.197.36,,vless,ws,23.105.197.36,,,us2.wxgqlfx.xyz,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
@confiig_hub,,vless,ws,199.232.22.39,,,ssl.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇸🇬SG_10|4.7MB/s,,vless,ws,mfa.gov.ua,,,zdy.vavava.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-love.ns.cloudflare.com,,vless,ws,love.ns.cloudflare.com,,,pon.antalmani.mm.am,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🏳️,,vless,ws,199.232.29.204,,,ssl.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🏳️,,vless,ws,199.232.78.143,,,global.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇺🇸US_15|3.3MB/s,,vless,ws,213.241.198.20,,,cf11.evan00.dpdns.org,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-188.114.98.0,,vless,ws,188.114.98.0,,,cdn-pro5.postshup.ir.,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🐙100@oneclickvpnkeys,,vless,ws,194.238.79.150,,,194.238.79.150.fwqfw783rg2dad.website,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🔵@chillguy_vpn,,vless,ws,20.103.221.187,,,shiny-meme-qv767rvwg4gphx4q7-443.app.github.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇸🇬[openproxylist.com,,vless,ws,141.101.123.76,,,nahan-fog-af01.dfghttr2012.workers.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-20.103.221.187,,vless,ws,20.103.221.187,,,miniature-train-wvq4vjq6jp9c9x67-443.app.github.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
[🇵🇱]t.me/Raiv2mmr,,vless,ws,104.19.229.21,,,hadi.getfreecp.com¬e=Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---Telegram---@Raiv2mmr---,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🦕67@oneclickvpnkeys,,vless,ws,89.116.46.210,,,octopusss4.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-144.24.73.232,,vless,ws,144.24.73.232,,,auv.vavava.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇺🇸,,vless,ws,188.114.97.6,,,t3.tzteam.online,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-162.159.38.119,,vless,ws,162.159.38.119,,,oekja.megacitylab-nomt.sbs,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,213.241.198.20,,,cf11.evan00.dpdns.org,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,89.116.46.8,,,gj2rf.mlrb.tyr.hh.vavava.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🆔vpnserverrr 🔒 VL-WS-N/A ❔ XX 6ms,,vless,ws,151.101.110.219,,,ssl.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,soskeynets-node-production-a5d6.up.railway.app,,,marzban-node-production-a5d6.up.railway.app,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,185.148.104.20,,,cf11.evan00.dpdns.org,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-45.130.125.206,,vless,ws,45.130.125.206,,,r.bibak.bz,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-162.159.23.62,,vless,ws,162.159.23.62,,,sni.skylee4.cloudns.ch,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🔵@chillguy_vpn,,vless,ws,20.103.221.187,,,ominous-space-goldfish-r74p4rwrq9ppfpr6g-443.app.github.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🔵@chillguy_vpn,,vless,ws,client.jison.ir,,,fty.jison.ir,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-192.80.63.51,,vless,ws,192.80.63.51,,,us2.wxgqlfx.xyz,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇺🇸US-🚀@VPNine1,,vless,ws,198.202.211.1,,,sertraline.adaspoloandco.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,50.62.89.8,,,gj2rf.mlrb.tyr.hh.vavava.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
[88360,,vless,ws,104.16.72.101,,,nbhhh.mrcool.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇺🇸US_22|3.2MB/s,,vless,ws,89.116.161.20,,,cf11.evan00.dpdns.org,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🚀@VPNine1,,vless,ws,188.114.97.6,,,t4.tzteam.online,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-188.114.97.6,,vless,ws,188.114.97.6,,,octopusss4.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-temp2.sacred5057.ir,,vless,ws,temp2.sacred5057.ir,,,kherssiah.sacred3442.ir,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇷🇺,,vless,ws,158.160.216.37,,,cloudflare.vhub.pro,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🚀@VPNine1,,vless,ws,client.jison.ir,,,fty.jison.ir,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
@meliproxyy,,vless,ws,199.232.78.158,,,default.ssl.fastly.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-fast.cd-tur4.ir,,vless,ws,fast.cd-tur4.ir,,,default.ssl.fastly.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇸🇬SG_6|3.6MB/s,,vless,ws,162.159.0.3,,,soucuovls.pages.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-159.194.201.32.fwqfw783rg2dad.website,,vless,ws,159.194.201.32.fwqfw783rg2dad.website,,,159.194.201.32.fwqfw783rg2dad.website,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-tr6.mahtest.ir,,vless,ws,tr6.mahtest.ir,,,boot.aryan-sport.ir,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
@V2dogs_n,,vless,ws,208.103.161.170,,,octopusss4.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-188.114.97.6,,vless,ws,188.114.97.6,,,ws35.adsvxpro.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-103.53.80.228,,vless,ws,103.53.80.228,,,s5.868001.xyz,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
@Ap_Ir6,,vless,ws,151.101.108.223,,,default.ssl.fastly.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
💫74@oneclickvpnkeys,,vless,ws,wgrcqwtkfyqujs43.ghydgdbdbddvv.workers.dev,,,wgrcqwtkfyqujs43.ghydgdbdbddvv.workers.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🏳️,,vless,ws,212.193.153.93,,,s58794.cdn.ngenix.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-108.162.198.58,,vless,ws,108.162.198.58,,,learn00.evany.de5.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇷🇺,,vless,ws,195.208.65.163,,,s36978.cdn.ngenix.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-104.21.70.145,,vless,ws,104.21.70.145,,,vpn3.rnmcnm.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,141.193.27.8,,,gj2rf.mlrb.tyr.hh.vavava.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,172.64.34.119,,,utmwb.freshlionnode-fla.sbs,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-103.47.186.4,,vless,ws,103.47.186.4,,,gy.hhawks.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-172.174.11.248,,vless,ws,172.174.11.248,,,rose.netfre.space,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-104.26.7.214,,vless,ws,104.26.7.214,,,learn00.evany.de5.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-20.90.66.7,,vless,ws,20.90.66.7,,,studious-space-xylophone-9675w99v6x77cxxvj-443.app.github.dev,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-199.232.78.159,,vless,ws,199.232.78.159,,,ssl.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🚀@VPNine1,,vless,ws,172.66.47.69,,,FlOOrsofACaBinCrEakIngUNdeRmysTEp.FaIRIt.ir,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇨🇦43511,,vless,ws,162.159.36.20,,,vangoghhh.info,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
[97359,,vless,ws,199.232.22.39,,,ssl.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,160.153.136.8,,,gj2rf.mlrb.tyr.hh.vavava.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-104.18.34.124,,vless,ws,104.18.34.124,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇷🇺,,vless,ws,195.209.90.4,,,s43362.cdn.ngenix.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
@GozargahAzad|🇨🇳,,vless,ws,43.169.18.179,,,sni.skylee4.cloudns.ch,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
⚡,,vless,ws,acha.claudify.org,,,Cdn8-pro.postshup.ir.,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-185.36.143.187,,vless,ws,185.36.143.187,,,us2.wxgqlfx.xyz,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,154.211.8.8,,,gj2rf.mlrb.tyr.hh.vavava.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-104.19.64.105,,vless,ws,104.19.64.105,,,rubifen.adaspoloandco.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-172.64.145.202,,vless,ws,172.64.145.202,,,gddy.hhlfy.de5.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇺🇸,,vless,ws,199.232.249.110,,,ssl.fastly.com,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🚀@VPNine1,,vless,ws,cloudflare-ip.mofashi.ltd,,,gddy.hhlfy.de5.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🇷🇺,,vless,ws,195.208.65.195,,,s58794.cdn.ngenix.net,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-63.141.128.25,,vless,ws,63.141.128.25,,,cdn-pro3.postshup.ir.,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-3x-ui-multi-production-c7bd.up.railway.app,,vless,ws,3x-ui-multi-production-c7bd.up.railway.app,,,3x-ui-multi-production-c7bd.up.railway.app,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
🔵@chillguy_vpn,,vless,ws,108.162.194.135,,,nbhhh.mrcool.kdns.fr,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
VLESS-57.128.180.59,,vless,ws,57.128.180.59,,,us2.wxgqlfx.xyz,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
EPODONIOS,,vless,ws,31.76.11.46.cdn-one.org,,,31.76.11.46.cdn-one.org,104.17.3.81,443,skipped,,,,,0,,0,,,0,0,999999,https://raw.githubusercontent.com/MustafaBaqer/VestraNet-Nodes/refs/heads/main/subscriptions/mix-normal.txt,not tested: early stop after enough good nodes
